pws_id,pws_name,epa_region_code,primacy_agency,pws_type,owner_type,primary_source,activity_status,season_end_date,population,rule_name,violation_code,violation_type,violation_category,health_based,contaminant,season_start_date,last_reported,submission_quarter,return_to_compliance_date,contaminant_code,submission_year,major_violation,connections,first_reported,submission_year.1
NE3150373,TOURNESOL ENT LLC DBA CTRY VIEW CAMPGRND,Region 7,Nebraska,TNCWS,State,Ground water,Active,,35,Nitrate Rule,6,"Notification, Public",Other,N,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,40801.0,SOX,State Compliance achieved,,,3,37771
NE3150608,SCOTTS BLUFF CO DIST 64 LAKE MINATARE,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,75,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,38807.0,SOX,State Compliance achieved,,,2,37667
NE3120821,HIDEAWAY ACRES,Region 7,Nebraska,TNCWS,State,Surface water purchased,Active,,45,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,3,37667
NE3120841,BOWRING RANCH SHP,Region 7,Nebraska,TNCWS,State,Ground water,Active,,100,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37621.0,Returned to Compliance,37986.0,SOX,State Compliance achieved,,,3,37667
NE3120077,YMCA CAMP KITAKI (NON SEASONAL),Region 7,Nebraska,TNCWS,State,Ground water,Active,,40,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37621.0,Returned to Compliance,37986.0,SOX,State Compliance achieved,,,3,37667
NE3120726,STARLITE EVENT CENTER,Region 7,Nebraska,TNCWS,State,Ground water,Active,,300,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37621.0,Returned to Compliance,37988.0,SOX,State Compliance achieved,,,3,37667
NE3150373,TOURNESOL ENT LLC DBA CTRY VIEW CAMPGRND,Region 7,Nebraska,TNCWS,State,Ground water,Active,,35,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37621.0,Returned to Compliance,37705.0,SOX,State Compliance achieved,,,3,37667
NE3120523,AM ENERGY LLC,Region 7,Nebraska,TNCWS,State,Ground water,Active,,130,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37621.0,Returned to Compliance,38315.0,SOX,State Compliance achieved,,,3,37667
NE3150403,KRAMER BAR & GRILL,Region 7,Nebraska,TNCWS,State,Ground water,Active,,30,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37621.0,Returned to Compliance,37986.0,SOX,State Compliance achieved,,,3,37667
NE3120393,OLIVE CREEK LAKE SRA - NG & PC,Region 7,Nebraska,TNCWS,State,Ground water,Active,,26,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37621.0,Returned to Compliance,37986.0,SOX,State Compliance achieved,,,3,37667
NE3120783,CATFISH LAKE AT THE LODGE,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37621.0,Returned to Compliance,37986.0,SOX,State Compliance achieved,,,3,37667
NE3120601,EAGLES NEST,Region 7,Nebraska,TNCWS,State,Ground water,Active,,30,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37621.0,Returned to Compliance,38198.0,SOX,State Compliance achieved,,,3,37961
NE3150681,RIVER WILDS GOLF CLUB,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3120649,JRCS EXPRESS,Region 7,Nebraska,TNCWS,State,Ground water,Active,,80,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3115504,"CEDAR BLUFFS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,615,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3150106,MERRITT RESERVOIR SRA - NG & PC,Region 7,Nebraska,TNCWS,State,Ground water,Active,,100,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37667
NE3104109,"MASON CITY, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,171,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37667
NE3108901,"CHAMBERS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,288,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3103507,"SUTTON, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1447,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37667
NE3111915,"BATTLE CREEK, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1207,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3110103,"BRULE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,411,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3120036,BOYD CO RWD 2,Region 7,Nebraska,CWS,State,Ground water,Active,,490,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3103507,"SUTTON, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1447,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,1,37667
NE3109508,"ENDICOTT, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,132,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3108105,"MARQUETTE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,236,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3101104,"PETERSBURG, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,333,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3104110,"COMSTOCK, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,100,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37667
NE3120220,"SUMNER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,220,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37667
NE3116905,"BRUNING, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,281,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3120304,CASS CO RWD 2,Region 7,Nebraska,CWS,State,Ground water,Active,,1860,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3116906,"CHESTER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,224,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3110709,"NIOBRARA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,365,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3120623,MIDDLE ISLAND LAKE ASSOCIATION,Region 7,Nebraska,CWS,State,Ground water,Active,,92,Total Coliform Rule,25,"Monitoring, Repeat Major (TCR)",MR,N,Coliform (TCR),37500,37529.0,Returned to Compliance,37895.0,SOX,State Compliance achieved,,,3,37667
NE3113502,"MADRID, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,270,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37667
NE3114706,"RULO, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,200,Total Coliform Rule,6,"Notification, Public",Other,N,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,3,37667
NE3110910,"BENNET, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,1084,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3112902,"HARDY, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,158,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3105304,"UEHLING, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,241,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37667
NE3101504,"LYNCH, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,198,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3114706,"RULO, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,200,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,3,37667
NE3112902,"HARDY, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,158,Total Coliform Rule,6,"Notification, Public",Other,N,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,3,37667
NE3120693,LOS TRES GALLO'S,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3150048,FORT KEARNEY TRADING POST,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3150353,ATKINSON LAKE,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3120523,AM ENERGY LLC,Region 7,Nebraska,TNCWS,State,Ground water,Active,,130,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,38315.0,SOX,State Compliance achieved,,,2,37667
NE3120323,CAMP GRAND ISLAND LLC - SEASONAL,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3150103,ENDERS RESERVOIR SRA-NG&PC,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3120939,LEE G SIMMONS CONSERVATION PARK,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3150267,"DIAMOND T TRUCK & AUTO PLAZA, INC",Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3120939,LEE G SIMMONS CONSERVATION PARK,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,1,37604
NE3120368,GIBBON VALLEY VIEW MUNICIPAL GOLF COURSE,Region 7,Nebraska,TNCWS,State,Ground water,Active,,60,Public Notice Rule and Revised PN Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,37500,,Returned to Compliance,37621.0,SOX,State Compliance achieved,,,3,38213
NE3109503,"PLYMOUTH, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,400,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37500,37529.0,Returned to Compliance,37894.0,SOX,State Compliance achieved,,,2,37604
NE3120857,PLATTE VALLEY ANTIQUE CO,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Public Notice Rule and Revised PN Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,37475,,Returned to Compliance,37519.0,SOX,State Compliance achieved,,,3,38213
NE3120942,CAMP SOLARIS,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37469,37499.0,Returned to Compliance,37804.0,SOX,State Compliance achieved,,,3,38684
NE3103305,"DALTON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,320,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37504
NE3103701,"SCHUYLER, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,6547,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37504
NE3111915,"BATTLE CREEK, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1207,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37504
NE3101914,RIVERSIDE MOBILE HOME PARK,Region 7,Nebraska,CWS,State,Ground water,Active,,65,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37604
NE3104103,"ANSELMO, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,92,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37504
NE3109502,"STEELE CITY, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,60,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37504
NE3108105,"MARQUETTE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,236,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37504
NE3116907,"BYRON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,83,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37504
NE3107501,"HYANNIS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,168,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37504
NE3105310,"HOOPER, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,830,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37753.0,SOX,State Compliance achieved,,,2,37504
NE3100302,"OAKDALE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,322,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37604
NE3120700,SHERMAN LAKE HOMES,Region 7,Nebraska,CWS,State,Ground water,Active,,31,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37604
NE3113702,"LOOMIS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,382,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,3,37667
NE3106501,"WILSONVILLE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,71,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37604
NE3117903,COUNTRY ESTATES MOBILE HOME PARK,Region 7,Nebraska,CWS,State,Surface water purchased,Active,,300,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37777.0,SOX,State Compliance achieved,,,2,37504
NE3113901,"MCLEAN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,70,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37604
NE3120127,COVERED WAGON SCOUT RESERVE,Region 7,Nebraska,TNCWS,State,Ground water,Active,,75,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37504
NE3120693,LOS TRES GALLO'S,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37604
NE3120323,CAMP GRAND ISLAND LLC - SEASONAL,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37864.0,SOX,State Compliance achieved,,,2,37504
NE3150081,NORTH 40 GOLF DBA ASHLAND GOLF CLUB,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,37750.0,SOX,State Compliance achieved,,,2,37604
NE3120168,VALLEY VIEW COUNTRY CLUB,Region 7,Nebraska,TNCWS,State,Ground water,Active,,45,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37469,37499.0,Returned to Compliance,38046.0,SOX,State Compliance achieved,,,2,37604
